29634,3330,1423,255,139,122,15,0
29761,3281,1466,261,148,73,17,1
29497,3446,1399,277,151,115,20,0
29702,3353,1433,272,136,113,12,1
29605,3419,1516,229,134,97,15,1
29778,3360,1480,244,147,120,10,1
29409,3359,1430,258,138,87,22,2
29692,3248,1506,251,134,89,18,3
29490,3279,1478,274,123,91,16,1
29484,3354,1434,275,128,108,16,1
